date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:15:32	6072/6072	---M--	200	added ('OK')	text/javascript	etag:%2237a063d-17b8-5f4a8477baa2e%22	https://ignitedmindsit.com/wp-content/uploads/essential-addons-elementor/cb70d11b8.min.js?ver=1715420713	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/essential-addons-elementor/cb70d11b8.mina789.js	(from https://ignitedmindsit.com/)
15:15:32	63658/63658	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2009:45:32%20GMT	https://ignitedmindsit.com/privacy-policy/	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/privacy-policy/index.html	(from https://ignitedmindsit.com/)
15:15:32	35185/35185	---M--	200	added ('OK')	text/javascript	etag:%2237a0217-8971-5c2ea56af0600%22	https://ignitedmindsit.com/wp-content/themes/go/dist/js/frontend.min.js?ver=1.4.4	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/themes/go/dist/js/frontend.minc2d0.js	(from https://ignitedmindsit.com/)
15:15:32	1478/1478	---M--	200	added ('OK')	text/javascript	etag:%2231c22d3-5c6-5fbd149e47980%22	https://ignitedmindsit.com/wp-includes/js/wp-embed.min.js?ver=5.8.9	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-includes/js/wp-embed.min29ad.js	(from https://ignitedmindsit.com/)
15:15:33	26637/26637	---M--	200	added ('OK')	text/javascript	etag:%223782261-680d-5d5ae5551c000%22	https://ignitedmindsit.com/wp-content/plugins/header-footer-elementor/inc/js/frontend.js?ver=1.6.7	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/header-footer-elementor/inc/js/frontend694e.js	(from https://ignitedmindsit.com/)
15:15:33	1801/1801	---M--	200	added ('OK')	text/javascript	etag:%223781e2b-709-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from https://ignitedmindsit.com/)
15:15:33	19076/19076	---M--	200	added ('OK')	text/javascript	etag:%2231c2198-4a84-5c354d4d5bdc0%22	https://ignitedmindsit.com/wp-includes/js/underscore.min.js?ver=1.13.1	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-includes/js/underscore.min0028.js	(from https://ignitedmindsit.com/)
15:15:33	23818/23818	---M--	200	added ('OK')	text/javascript	etag:%2231c238c-5d0a-5bdd334ac27c0%22	https://ignitedmindsit.com/wp-includes/js/backbone.min.js?ver=1.4.0	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-includes/js/backbone.min2fca.js	(from https://ignitedmindsit.com/)
15:15:34	61705/61705	---M--	200	added ('OK')	text/javascript	etag:%2237824da-f109-5d5ae56a17180%22	https://ignitedmindsit.com/wp-content/plugins/ninja-forms/assets/js/min/front-end-deps.js?ver=3.6.7	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/ninja-forms/assets/js/min/front-end-depsf4e1.js	(from https://ignitedmindsit.com/)
15:15:34	216782/216782	---M--	200	added ('OK')	text/javascript	etag:%2237824db-34ece-5d5ae56a17180%22	https://ignitedmindsit.com/wp-content/plugins/ninja-forms/assets/js/min/front-end.js?ver=3.6.7	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/ninja-forms/assets/js/min/front-endf4e1.js	(from https://ignitedmindsit.com/)
15:15:34	4905/4905	---M--	200	added ('OK')	text/javascript	etag:%223781dbb-1329-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.5.3	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min1aae.js	(from https://ignitedmindsit.com/)
15:15:34	14235/14235	---M--	200	added ('OK')	text/javascript	etag:%223781d9f-379b-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.5.3	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/js/frontend-modules.min1aae.js	(from https://ignitedmindsit.com/)
15:15:34	12198/12198	---M--	200	added ('OK')	text/javascript	etag:%223781e3c-2fa6-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://ignitedmindsit.com/)
15:15:35	20787/20787	---M--	200	added ('OK')	text/javascript	etag:%2231c2309-5133-5bdd334ac27c0%22	https://ignitedmindsit.com/wp-includes/js/jquery/ui/core.min.js?ver=1.12.1	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-includes/js/jquery/ui/core.min35d0.js	(from https://ignitedmindsit.com/)
15:15:35	36881/36881	---M--	200	added ('OK')	text/javascript	etag:%223781da1-9011-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.5.3	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/js/frontend.min1aae.js	(from https://ignitedmindsit.com/)
15:15:35	1340/1340	---M--	200	added ('OK')	text/javascript	etag:%2231c21a0-53c-5c59844787880%22	https://ignitedmindsit.com/wp-includes/js/wp-util.min.js?ver=5.8.9	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-includes/js/wp-util.min29ad.js	(from https://ignitedmindsit.com/)
15:15:35	754/754	---M--	200	added ('OK')	text/javascript	etag:%223782f1c-2f2-5d5ae58006540%22	https://ignitedmindsit.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.7.2	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.minba3a.js	(from https://ignitedmindsit.com/)
15:15:36	208060/208060	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223781de2-32cbc-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.13.0	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc387.eot	(from https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0)
15:15:36	91472/91472	---M--	200	added ('OK')	font/woff2	etag:%223781de6-16550-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.13.0	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc387.woff2	(from https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0)
15:15:36	112104/112104	---M--	200	added ('OK')	font/x-woff	etag:%223781de5-1b5e8-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.13.0	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc387.woff	(from https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0)
15:15:36	207900/207900	---M--	200	added ('OK')	font/ttf	etag:%223781de4-32c1c-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.13.0	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc387.ttf	(from https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0)
15:15:37	313411/313411	---M--	200	added ('OK')	image/svg+xml	etag:%223781de3-4c843-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.13.0	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc387.svg	(from https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0)
15:15:37	356/356	---M--	200	added ('OK')	image/svg+xml	etag:%2237a01f3-164-5c2ea56af0600%22	https://ignitedmindsit.com/wp-content/themes/go/dist/images/checkbox.svg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/themes/go/dist/images/checkbox.svg	(from https://ignitedmindsit.com/wp-content/themes/go/dist/css/style-shared.min.css?ver=1.4.4)
15:15:37	798/798	---M--	200	added ('OK')	image/svg+xml	etag:%2237a01f2-31e-5c2ea56af0600%22	https://ignitedmindsit.com/wp-content/themes/go/dist/images/checkbox-checked.svg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/themes/go/dist/images/checkbox-checked.svg	(from https://ignitedmindsit.com/wp-content/themes/go/dist/css/style-shared.min.css?ver=1.4.4)
15:15:38	56286/56286	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2011%20May%202024%2009:45:38%20GMT	https://ignitedmindsit.com/wp-content/themes/go/images/arrow-down-solid.svg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/themes/go/images/arrow-down-solid.svg	(from https://ignitedmindsit.com/wp-content/themes/go/dist/css/style-shared.min.css?ver=1.4.4)
15:15:38	56286/56286	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2011%20May%202024%2009:45:38%20GMT	https://ignitedmindsit.com/wp-content/themes/go/dist/shared/images/arrow-down-solid.svg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/themes/go/dist/shared/images/arrow-down-solid.svg	(from https://ignitedmindsit.com/wp-content/themes/go/dist/css/style-shared.min.css?ver=1.4.4)
15:15:38	56286/56286	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2011%20May%202024%2009:45:39%20GMT	https://ignitedmindsit.com/wp-content/themes/go/dist/shared/images/error-icon.svg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/themes/go/dist/shared/images/error-icon.svg	(from https://ignitedmindsit.com/wp-content/themes/go/dist/css/style-shared.min.css?ver=1.4.4)
15:15:38	198/198	---M--	200	added ('OK')	image/svg+xml	etag:%2237a01eb-c6-5c2ea56af0600%22	https://ignitedmindsit.com/wp-content/themes/go/dist/images/arrow-paginator.svg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/themes/go/dist/images/arrow-paginator.svg	(from https://ignitedmindsit.com/wp-content/themes/go/dist/css/style-shared.min.css?ver=1.4.4)
15:15:39	249/249	---M--	200	added ('OK')	image/svg+xml	etag:%2237a01f7-f9-5c2ea56af0600%22	https://ignitedmindsit.com/wp-content/themes/go/dist/images/error-icon.svg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/themes/go/dist/images/error-icon.svg	(from https://ignitedmindsit.com/wp-content/themes/go/dist/css/style-shared.min.css?ver=1.4.4)
15:15:39	177/177	---M--	200	added ('OK')	image/svg+xml	etag:%2237a0204-b1-5c2ea56af0600%22	https://ignitedmindsit.com/wp-content/themes/go/dist/images/design-styles/modern/carousel-arrow.svg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/themes/go/dist/images/design-styles/modern/carousel-arrow.svg	(from https://ignitedmindsit.com/wp-content/themes/go/dist/css/design-styles/style-modern.min.css?ver=1.4.4)
15:15:39	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223781e14-31916-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
15:15:40	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223781e14-31916-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
15:15:40	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%223781e18-13174-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
15:15:40	101652/101652	---M--	200	added ('OK')	font/x-woff	etag:%223781e17-18d14-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
15:15:40	202744/202744	---M--	200	added ('OK')	font/ttf	etag:%223781e16-317f8-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
15:15:41	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223781e0a-20cca-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
15:15:42	918991/918991	---M--	200	added ('OK')	image/svg+xml	etag:%223781e15-e05cf-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
15:15:42	76764/76764	---M--	200	added ('OK')	font/woff2	etag:%223781e0e-12bdc-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
15:15:42	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223781e0a-20cca-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
15:15:42	90060/90060	---M--	200	added ('OK')	font/x-woff	etag:%223781e0d-15fcc-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
15:15:42	134040/134040	---M--	200	added ('OK')	font/ttf	etag:%223781e0c-20b98-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
15:15:43	747545/747545	---M--	200	added ('OK')	image/svg+xml	etag:%223781e0b-b6819-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
15:15:43	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223781e0f-84f2-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
15:15:43	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223781e0f-84f2-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
15:15:43	13276/13276	---M--	200	added ('OK')	font/woff2	etag:%223781e13-33dc-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
15:15:44	16276/16276	---M--	200	added ('OK')	font/x-woff	etag:%223781e12-3f94-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
15:15:44	33736/33736	---M--	200	added ('OK')	font/ttf	etag:%223781e11-83c8-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
15:15:44	144714/144714	---M--	200	added ('OK')	image/svg+xml	etag:%223781e10-2354a-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
15:15:44	35492/35492	---M--	200	added ('OK')	text/css	etag:%2237a069f-8aa4-5f4b94ed0f07e%22	https://ignitedmindsit.com/wp-content/uploads/elementor/css/post-67.css?ver=1676451611	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/elementor/css/post-671d0d.css	(from https://ignitedmindsit.com/about-us/)
15:15:45	40798/40798	---MC-	200	added ('OK')	application/json	date:Sat,%2011%20May%202024%2009:45:45%20GMT	https://ignitedmindsit.com/wp-json/wp/v2/pages/67	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-json/wp/v2/pages/67.json	(from https://ignitedmindsit.com/about-us/)
15:15:45	2281/2281	---MC-	200	added ('OK')	application/json	date:Sat,%2011%20May%202024%2009:45:46%20GMT	https://ignitedmindsit.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fignitedmindsit.com%2Fabout-us%2F	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-json/oembed/1.0/embed4812.json	(from https://ignitedmindsit.com/about-us/)
15:15:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2009:45:46%20GMT	https://ignitedmindsit.com/?p=67	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/index96f1.html	(from https://ignitedmindsit.com/about-us/)
15:15:46	2354/2354	---MC-	200	added ('OK')	text/xml	date:Sat,%2011%20May%202024%2009:45:46%20GMT	https://ignitedmindsit.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fignitedmindsit.com%2Fabout-us%2F&format=xml	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-json/oembed/1.0/embed9a41	(from https://ignitedmindsit.com/about-us/)
15:15:46	102357/102357	---M--	200	added ('OK')	image/jpeg	etag:%2237a04f9-18fd5-5c4b59155d780%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/FOREIGN201706221536000273684773572.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/FOREIGN201706221536000273684773572.jpg	(from https://ignitedmindsit.com/about-us/)
15:15:46	38007/38007	---M--	200	added ('OK')	image/jpeg	etag:%2237a05a3-9477-5c4b5af510340%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/SQL-dd-1024x1024.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/SQL-dd-1024x1024.jpg	(from https://ignitedmindsit.com/about-us/)
15:15:46	78136/78136	---M--	200	added ('OK')	image/jpeg	etag:%2237a059e-13138-5c4b5ba48a140%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/SQL-dd-1-1024x1024.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/SQL-dd-1-1024x1024.jpg	(from https://ignitedmindsit.com/about-us/)
15:15:46	57656/57656	---M--	200	added ('OK')	image/jpeg	etag:%2237a05a7-e138-5c4b5c08acd80%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/SQL-dd-2-1024x1024.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/SQL-dd-2-1024x1024.jpg	(from https://ignitedmindsit.com/about-us/)
15:15:47	101512/101512	---M--	200	added ('OK')	image/jpeg	etag:%2237a05ac-18c88-5c4b5d67a0980%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/SQL-dd-3-1024x1024.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/SQL-dd-3-1024x1024.jpg	(from https://ignitedmindsit.com/about-us/)
15:15:47	79748/79748	---M--	200	added ('OK')	image/jpeg	etag:%2237a05b3-13784-5c4b5e739c1c0%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/SQL-dd-4-1024x1024.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/SQL-dd-4-1024x1024.jpg	(from https://ignitedmindsit.com/about-us/)
15:15:47	52164/52164	---M--	200	added ('OK')	image/jpeg	etag:%2237a05b8-cbc4-5c4b5efbfc380%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/SQL-dd-5-1024x1024.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/SQL-dd-5-1024x1024.jpg	(from https://ignitedmindsit.com/about-us/)
15:15:47	45167/45167	---M--	200	added ('OK')	image/jpeg	etag:%2237a05bd-b06f-5c4b5f7ea37c0%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/SQL-dd-6-1024x1024.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/SQL-dd-6-1024x1024.jpg	(from https://ignitedmindsit.com/about-us/)
15:15:48	39142/39142	---M--	200	added ('OK')	image/jpeg	etag:%2237a05c2-98e6-5c4b6021b7880%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/SQL-dd-7-1024x1024.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/SQL-dd-7-1024x1024.jpg	(from https://ignitedmindsit.com/about-us/)
15:15:48	135460/135460	---M--	200	added ('OK')	image/jpeg	etag:%2237a05c9-21124-5c4b60a182600%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/SQL-dd-8-1024x1024.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/SQL-dd-8-1024x1024.jpg	(from https://ignitedmindsit.com/about-us/)
